tarih,m1_mlr,m2_mlr,m3_mlr,tcmb_ham_m1_13y,tcmb_ar_m1_13y,tcmb_ham_m2_13y,tcmb_ar_m2_13y,tcmb_ham_m3_13y,tcmb_ar_m3_13y,g_m1_ar_13y,g_m1_ham_13y,g_m2_ar_13y,g_m2_ham_13y,g_m3_ar_13y,g_m3_ham_13y,rezerv_para_mlr,zk_bloke_mlr,emisyon_mlr,serbest_mevduat_mlr,mb_parasi_mlr,carpan_m1,carpan_m2,carpan_m3,emisyon_m1,zk_ima_oran,mevduat_tl_mlr,mevduat_yp_mlr,dth_pay_ham,dth_pay_ar,mevduat_yp_sabit_mlr,bilanco_pay_ham,mevduat_yp_usd_mia,f_ticari_tl,f_ticari_dar,f_ihtiyac,f_konut,f_tasit,f_tuketici,mev_tl,kat_ticari,kat_tuketici,politika,aofm,aofm_kaynak_gun,koridor_alt,koridor_ust,aofm_taban_mn_tl,aofm_gecerli,aofm_ham,makas_kredi_mevduat,spread_politika,spread_aofm,pka_12a,pka_yas_gun,reel_ticari,reel_ticari_yaklasik,reel_tuketici,reel_tuketici_yaklasik,reel_mevduat,reel_mevduat_yaklasik
2008-04-11,78.234765,376.469203,403.76196,39.709343533826605,17.393551119838246,46.23615100367107,20.401626718929823,44.98973063491252,20.96986725759793,21.588885594693696,39.6810966782376,25.06229567426379,46.25168153832799,25.34546410203944,44.997626528849956,,,,,,,,,,,242.730853,132.39449219,35.293400962534946,,,,,17.02,,21.44,17.99,18.99,19.99,16.3,,,,,yok,,,,False,,0.7199999999999989,,,,,,,,,,
2008-04-18,79.64496,379.834338,407.951513,42.27633173264738,19.867500605592458,45.7222610421758,20.206399119422656,46.24549439825714,22.25905403330937,24.606942869563465,42.28035876797127,25.371714575605253,45.736640109571766,27.143549293373994,46.255777180849634,,,,,,,,,,,241.978626,134.49606622,35.72512814258567,,,,,17.68,,20.62,17.98,18.97,19.62,16.24,,,,,yok,,,,False,,1.4400000000000013,,,,,,,,,,
2008-04-25,80.280075,379.626614,406.349639,50.492087836028766,33.47005327845298,41.8041236832656,23.657094077409745,39.80794283370861,23.11342995629826,37.88298465983,50.50746047782524,28.096172746126967,41.78668708138136,27.201720870710933,39.78569589364695,,,,,,,,,,,242.264714,134.21888119,35.6506585956989,,,,,17.33,,20.84,18.14,18.61,19.83,16.25,,,,,yok,,,,False,,1.0799999999999983,,,,,,,,,,
2008-05-02,80.5283422,375.7886567,402.2718979,57.299661619811104,40.704860883377926,38.65592227922099,21.956172141959218,38.0341604295918,22.496233188052607,43.356861357862606,57.316956231095006,24.60702878670822,38.65487191955883,24.98437354858474,38.02469051729147,,,,,,,,,,,237.942819,133.67634529,35.97132713685432,,,,,16.51,,20.6,17.99,18.57,19.59,16.49,,,,,yok,,,,False,,0.020000000000003126,,,,,,,,,,
2008-05-09,78.8025866,373.5258446,401.2587008,54.38554522086323,42.29416898290124,34.903953477944796,22.60372557539729,34.85511719020196,23.411829182104228,46.02782420890066,54.36216078225049,26.335465359901768,34.92617671441298,26.882472684878135,34.870226190724175,,,,,,,,,,,236.06194,133.24097494,36.07904772743195,,,,,17.42,,20.72,17.66,19.02,19.65,16.58,,,,,yok,,,,False,,0.8400000000000034,,,,,,,,,,
2008-05-16,80.7046455,376.3026135,402.4637348,41.21147351576093,31.032732939670215,32.20090315089743,21.18057133530513,30.167171664554914,20.057566386249604,34.62612364189113,41.197801346805306,24.856523756226423,32.18421270936407,23.478875700803915,30.179072372093295,,,,,,,,,,,239.888049,132.48148104,35.57795962139244,,,,,17.96,,20.59,17.55,18.86,19.39,16.66,,,,,yok,,,,False,,1.3000000000000007,,,,,,,,,,
2008-05-23,79.3010181,376.6167314,402.046648,50.198098146689006,40.189665714447244,33.79358561162296,23.848728194896584,30.7826161918616,21.763897642790788,44.828035647074714,50.18649067835068,27.98773376397994,33.800107226438094,25.53236372724299,30.79772885646235,,,,,,,,,,,238.83157,135.24834779,36.15493410847181,,,,,17.89,,20.76,16.95,18.72,19.33,16.84,,,,,yok,,,,False,,1.0500000000000007,,,,,,,,,,
2008-05-30,78.2853292,371.14140360000005,396.4360959,28.629536526765655,23.337536188484908,23.744675463963837,17.692616910485647,22.65319448033456,17.125152135235822,24.89511439222518,28.617498731445544,19.1361162319019,23.737749487657013,18.452969794615903,22.664371876041933,,,,,,,,,,,238.724811,133.11099487,35.79832624202356,,,,,17.75,,21.09,17.11,18.71,19.62,17.1,,,,,yok,,,,False,,0.6499999999999986,,,,,,,,,,
2008-06-06,78.781407,374.145144,399.433821,36.87694636670243,34.96718443979454,22.244217366881493,19.9419534180733,19.09030746350644,17.06120431343856,35.95063962380962,36.86722693414573,20.801109070725676,22.246475029665504,17.815285999094144,19.09478859953062,,,,,,,,,,,239.719678,133.00684495000002,35.68483506279547,,,,,17.74,,20.83,17.24,18.8,19.56,17.13,,,,,yok,,,,False,,0.6099999999999994,,,,,,,,,,
2008-06-13,80.31796870000001,378.2173345,404.4597229,31.239440274171805,30.948844528552776,19.678378171341926,18.99980153215013,18.34773686237938,17.705976308003745,29.981752409954133,31.238750107574464,17.96284829146595,19.701305399060477,16.761880323651024,18.340071588485717,,,,,,,,,,,244.827228,134.27432575,35.41909138113101,,,,,17.89,,20.93,17.38,18.96,19.53,17.29,,,,,yok,,,,False,,0.6000000000000014,,,,,,,,,,
2008-06-20,80.438731,378.232764,403.499055,27.278694854936237,29.572415337456782,17.898196253167043,19.53838052730166,15.10445010243988,16.618667720636182,29.51675479584315,27.278421611188097,19.757402511930522,17.913671389642595,16.84122744570411,15.121668520421427,,,,,,,,,,,243.052063,133.82753205,35.509359967404265,,,,,18.76,,21.19,17.68,19.16,19.86,17.47,,,,,yok,,,,False,,1.2900000000000027,,,,,,,,,,
2008-06-27,81.572857,379.335027,404.698706,21.312798861832015,27.910430666282092,12.716813456951769,19.358102343545134,10.622597474761353,16.70644057875097,27.637285046624925,21.30257392175221,18.939678115368032,12.737624182610974,16.343012949917956,10.62705415808165,,,,,,,,,,,249.227454,134.63564852000002,35.07387077219417,,,,,18.0,,22.03,18.11,19.22,20.54,17.72,,,,,yok,,,,False,,0.28000000000000114,,,,,,,,,,
2008-07-04,79.107612,380.758335,406.569946,11.82766482798623,15.273764239900078,11.770413321593365,15.47394233918402,8.84312100364182,12.229571995201205,15.698920093347436,11.82524256751256,15.681227310097135,11.768556597643753,12.43348140882896,8.855358347755748,,,,,,,,,,,243.586093,137.59446969,36.096927062333044,,,,,18.8,,21.57,18.17,19.5,20.28,18.03,,,,,yok,,,,False,,0.7699999999999996,,,,,,,,,,
2008-07-11,80.082605,381.244617,407.844458,9.776353694655704,20.20265653544182,5.179520709598617,16.064465092036517,4.115744491811024,14.166640109763694,19.976497880713605,9.787687585411508,15.782255939445488,5.171256615767295,13.906292428053968,4.106216008178443,,,,,,,,,,,246.1705,134.75657701,35.375951236583376,,,,,17.99,,21.71,18.87,20.25,20.75,17.87,,,,,yok,,,,False,,0.11999999999999744,,,,,,,,,,
2008-07-18,82.053154,383.469505,409.251485,12.626700167720827,26.67856835667233,3.8895854963480136,18.215620774090112,1.2838454294166413,14.27818166023025,26.651959184891318,12.654338925626195,18.09189464533423,3.8834674929417723,14.183053991349581,1.2807393774175724,,,,,,,,,,,246.554966,135.39742163,35.44876953646915,,,,,18.86,,21.54,19.2,20.31,20.8,17.86,,,,,yok,,,,False,,1.0,,,,,,,,,,
2008-07-25,81.481131,383.61654,410.986946,6.122963009673721,16.387685713454992,4.253240028683458,15.448368829145265,4.618697375951242,15.071466208925877,16.205407702613538,6.119969433595784,15.192535242160687,4.270796328270565,14.864829642180698,4.643582182481798,,,,,,,,,,,246.747839,137.02856921,35.70531337481767,,,,,18.96,,22.02,19.46,20.13,21.27,17.83,,,,,yok,,,,False,,1.1300000000000026,,,,,,,,,,
2008-08-01,82.000012,381.246609,405.907608,7.5260508276314475,19.85056175965032,5.95424673920768,19.61592364401654,3.677779225317712,16.17283278642654,20.436181504191598,7.512913130367949,19.970447665681924,5.937395521081701,16.48330657167463,3.664483427072951,,,,,,,,,,,248.276747,133.53433712,34.97392890721614,,,,,18.66,,22.64,19.42,19.83,21.57,17.87,,,,,yok,,,,False,,0.7899999999999991,,,,,,,,,,
2008-08-08,79.745968,379.364172,404.927409,4.86506783855154,16.214097726373677,6.417622321589622,19.37052197898361,3.713920948887184,15.514313769449695,15.677248784326125,4.875258620013301,18.48777846303371,6.400244337676919,14.721393149192942,3.7076629859277066,,,,,,,,,,,245.210185,134.21238538,35.37279957952511,,,,,18.52,,22.51,19.1,20.03,21.53,17.59,,,,,yok,,,,False,,0.9299999999999997,,,,,,,,,,
2008-08-15,82.338331,383.726981,409.142182,8.321422881255103,18.873144080595328,8.12837692541355,19.654181010931303,6.825212490543486,17.45731140763176,15.985591452194647,8.346304179133867,16.444760677907276,8.128557409835002,14.497341390629659,6.8046142125800735,,,,,,,,,,,251.665295,130.89207376000002,34.215018308042595,,,,,18.22,,22.27,18.89,20.0,21.34,17.77,,,,,yok,,,,False,,0.4499999999999993,,,,,,,,,,
2008-08-22,81.57342,383.608033,408.973166,11.968566443895146,22.875239946412517,7.639953747128692,18.66267406413087,7.0779109621710745,17.301618955738096,18.757356992225958,11.96431582852533,14.737474072817513,7.634706894980514,13.691275632261867,7.071397638824184,,,,,,,,,,,247.410295,131.70997161,34.74094719011413,,,,,18.37,,21.92,19.2,19.88,21.09,17.91,,,,,yok,,,,False,,0.46000000000000085,,,,,,,,,,
2008-08-29,79.00911529999999,382.1907205,406.8535592,3.7545585440325713,10.53133147694696,12.44134703859945,20.15523244263948,10.94093699661778,18.069705638478894,7.401918924293027,3.7497996265632105,16.742691165159783,12.450898462706972,14.911607182907494,10.932733906792858,,,,,,,,,,,248.525259,131.48144617,34.59977005173643,,,,,17.96,,21.47,18.82,19.7,20.69,17.93,,,,,yok,,,,False,,0.030000000000001137,,,,,,,,,,
2008-09-05,78.75141,384.487478,409.490863,-0.15715236819289213,5.501496739262146,11.53438000953766,18.16270325234932,10.461413650790785,16.6265011038919,1.2158045663283268,-0.1522180062237588,13.10735021692917,11.524002970255154,11.936300812306367,10.45808858610464,,,,,,,,,,,249.991964,132.6465985,34.66629124710869,,,,,18.36,,22.03,19.03,19.78,21.12,17.9,,,,,yok,,,,False,,0.46000000000000085,,,,,,,,,,
2008-09-12,80.287175,390.625778,415.823113,-0.1541484934630244,4.973446956796224,13.798500373663058,19.573305822172806,11.720353602626044,17.072826245107574,0.07929690004959689,-0.15327078454596688,13.94069163832301,13.7831310167144,11.858993180982358,11.720631418749928,,,,,,,,,,,257.13804,133.54385498,34.18224819116239,,,,,18.29,,21.87,18.6,19.56,20.91,17.75,,,,,yok,,,,False,,0.5399999999999991,,,,,,,,,,
2008-09-19,82.369192,395.337167,420.992531,9.928411501711976,9.932551451082627,19.358869158769167,18.68746112606825,18.496226310191144,17.892532363586945,5.527570799509296,9.950796792374739,13.837579749558127,19.353180749094,13.350605784280333,18.50248998881532,,,,,,,,,,,257.677708,137.48475084999998,34.79195651583591,,,,,19.16,,20.66,18.26,19.52,20.03,17.92,,,,,yok,,,,False,,1.2399999999999984,,,,,,,,,,
2008-09-26,87.70216,400.023692,425.509248,33.594084199549656,36.064028306805106,23.68355099611832,25.815156111262993,22.22596688090066,24.1870339200712,30.98651290946095,33.61599976307357,21.100643523634545,23.666215287783988,19.835800161794115,22.210564682559664,,,,,,,,,,,263.827673,134.22194441,33.7199028812904,,,,,18.31,,20.37,18.16,19.35,19.77,18.14,,,,,yok,,,,False,,0.16999999999999815,,,,,,,,,,
2008-10-03,83.944123,393.992398,419.445589,26.79616368730562,35.72176857880114,14.64050600179907,23.646667236263564,13.281135741512461,21.608587194343933,28.483846398816247,26.790900323094235,16.548326645092224,14.644623649318245,15.042729948753752,13.282138306679991,,,,,,,,,,,261.41117,133.77132396,33.85051868556207,,,,,18.69,,21.19,18.61,19.46,20.25,17.56,,,,,yok,,,,False,,1.1300000000000026,,,,,,,,,,
2008-10-10,83.156547,404.961496,432.271952,16.28583871352287,9.644099965835684,27.282051833310007,18.319770593522613,26.18864645737784,17.850068810169795,1.9718719618085023,16.26072371704499,9.477772512541183,27.303413015024702,9.58633422007713,26.197272263923278,,,,,,,,,,,264.186243,140.26695766999998,34.680639796554885,,,,,19.79,,21.44,18.32,19.73,20.46,18.33,,,,,yok,,,,False,,1.4600000000000009,,,,,,,,,,
2008-10-17,85.760633,414.818193,442.351817,19.351302762259138,4.39478878428643,36.951653852931976,16.207218517562836,36.49097061472857,17.07560969811781,-3.6241892421173816,19.335812461176126,6.762154536881537,36.93291387478028,8.122692544946219,36.4929456085584,,,,,,,,,,,266.143888,145.9106586,35.41052023426454,,,,,20.9,,22.41,18.85,20.82,21.21,18.16,,,,,yok,,,,False,,2.7399999999999984,,,,,,,,,,
2008-10-24,87.960878,430.776685,458.023586,35.80391809646455,3.859888177630566,59.013608719402534,15.120046489969319,54.26445726564442,13.998334658158583,-5.711644782476033,35.80946189223641,3.5788315890555644,59.008178920675405,3.2137411069768973,54.255003316134264,,,,,,,,,,,270.694004,159.49489411000002,37.075548627760476,,,,,21.41,,22.95,19.76,21.14,21.87,18.38,,,,,yok,,,,False,,3.030000000000001,,,,,,,,,,
2008-10-31,85.076695,413.605152,439.870711,15.88317882268755,-2.9133446187191825,38.52624841010919,11.570935818303841,37.90236327293199,12.635134680550287,-11.214357677829035,15.874207744538849,1.1559826194667666,38.522334222381275,2.763214996571306,37.90862078017927,,,,,,,,,,,269.36336,142.92750275,34.66666755519796,,,,,21.44,,23.72,20.89,21.85,22.81,18.35,,,,,yok,,,,False,,3.09,,,,,,,,,,
2008-11-07,82.79431,415.184705,441.117351,16.184138310248297,-5.213677526735394,43.450618766757486,12.136310833800334,40.84735094880416,11.817698870896098,-12.469875975448586,16.189538855977403,2.786809793816558,43.46307443868196,3.0767153582798246,40.83411357971545,,,,,,,,,,,267.850583,145.08412529,35.13488267692645,,,,,21.99,,24.93,22.29,23.58,24.33,19.13,,,,,yok,,,,False,,2.8599999999999994,,,,,,,,,,
2008-11-14,84.262072,425.413652,451.657412,9.691878523455921,-16.03088758138679,51.06682787205781,9.67470807500581,48.49310655577064,10.006730096407024,-21.873379206608725,9.678195981768688,1.276387413383251,51.06238733364534,2.0966224282049195,48.504474343302384,,,,,,,,,,,272.519004,151.34862493,35.70657785593592,,,,,22.4,,26.3,22.57,24.3,25.42,19.25,,,,,yok,,,,False,,3.1499999999999986,,,,,,,,,,
2008-11-21,83.924237,429.544294,455.852477,12.050572803667748,-16.748407307933434,57.194429880619865,10.200360929197227,54.36376452033975,10.628687189371844,-22.71313863322274,12.035310847870928,1.3376537700437563,57.210317657943534,2.2587162195317756,54.35404741420597,,,,,,,,,,,272.357247,155.01656580000002,36.27189152849283,,,,,22.99,,25.02,22.74,24.36,24.55,19.23,,,,,yok,,,,False,,3.759999999999998,,,,,,,,,,
2008-11-28,83.196691,424.022157,449.779114,22.943250210071376,-2.1193707425639308,51.510587750006856,15.273133722759692,49.3616022233305,15.662506236643537,-7.87792055083234,22.946287151937938,7.515532089950705,51.50733208871267,8.348025398692837,49.36356130668109,,,,,,,,,,,273.545985,147.91535637,35.09583011556579,,,,,22.37,,24.09,23.16,23.95,23.93,19.69,,,,,yok,,,,False,,2.6799999999999997,,,,,,,,,,
2008-12-05,87.837024,431.142208,455.966492,54.77421133713782,26.15689271309243,58.1198831723567,23.318874914455655,53.71983354002459,21.822691060253185,19.48088359676032,54.766549047814635,15.990454974136536,58.10782528128158,15.048326678196355,53.728663265838186,,,,,,,,,,,275.620074,147.3709593,34.84020882198687,,,,,23.1,,24.78,22.98,24.06,24.47,19.43,,,,,yok,,,,False,,3.6700000000000017,,,,,,,,,,
2008-12-12,87.1704,434.0481,459.681256,38.989540228339,14.60418392358671,52.4492175401108,20.3134944735333,49.35168232806535,19.684775514817467,11.214023430255216,38.96052534670762,16.46193141132153,52.44312369789985,16.105754366281367,49.34568515842563,,,,,,,,,,,275.519501,149.59327377000002,35.189079850854846,,,,,20.84,,24.74,22.61,23.58,24.29,18.21,,,,,yok,,,,False,,2.629999999999999,,,,,,,,,,
2008-12-19,84.375952,433.478457,458.34918,10.107826363953688,-6.283919505661972,44.54750798714002,18.262728518990954,40.52522264663403,16.463064505123228,-6.822203031143537,10.107149751114797,17.704763966216785,44.54380802752975,16.013376739615627,40.50386506852377,,,,,,,,,,,277.630981,152.83525122999998,35.504585444077165,,,,,23.45,,24.81,22.15,21.44,24.27,19.21,,,,,yok,,,,False,,4.239999999999998,,,,,,,,,,
2008-12-26,83.380932,434.205424,458.383776,-18.28382725174933,-31.59794621170522,38.8007125356947,11.060934841130665,34.66051057366304,9.340232231980195,-33.03487705895611,-18.29929160306919,8.77509483832737,38.81555115158994,7.251383598653205,34.673124934153755,,,,,,,,,,,282.366588,150.34756499000002,34.745238617946136,,,,,22.3,,23.55,21.78,22.54,23.27,18.27,,,,,yok,,,,False,,4.030000000000001,,,,,,,,,,
2009-01-02,83.523458,437.699247,461.545335,-1.991881976002119,-19.856653053721264,52.3274364995465,18.399196446616696,46.59533956426492,15.82204748572087,-20.479652876827224,-1.9894827631698253,17.98160099255668,52.31821048183733,15.48007583551878,46.60707754194573,,,,,,,,,,,281.589758,151.22831041,34.94038753177569,,,,,22.8,,26.26,20.67,21.59,25.11,18.05,,,,,yok,,,,False,,4.75,,,,,,,,,,
2009-01-09,79.3888747,434.3416113,459.09637910000004,-16.946303623577396,-25.3824660383277,32.34359811112248,15.06657098553481,27.222505978057733,11.616533701170372,-25.69175207067449,-16.928357995446376,14.908798973423254,32.33381227659302,11.503269560523943,27.229330278690213,,,,,,,,,,,279.941388,150.47656436000003,34.960568799449604,,,,,22.74,,23.58,19.83,22.85,22.96,17.07,,,,,yok,,,,False,,5.669999999999998,,,,,,,,,,
2009-01-16,83.568288,443.886148,468.66582,-9.841221115989107,-16.354698527739586,31.098997009234218,18.510757006956368,26.012646379064776,14.56662875961554,-17.207631344240028,-9.839957196098892,17.627182029241784,31.115848245254906,13.800719425293728,26.003283798634524,,,,,,,,,,,286.510962,154.77312045,35.0733522022147,,,,,21.42,,22.58,18.92,22.17,21.79,15.47,,,,,yok,,,,False,,5.950000000000001,,,,,,,,,,
2009-01-23,83.311197,442.142683,468.211204,-19.509878851453976,-16.186790345550474,10.987514989627133,15.411961131779162,9.200945309682895,13.258882062825105,-15.935947009394202,-19.526058187533135,16.141325525649663,10.97905174589724,13.962404304322007,9.198289845064611,,,,,,,,,,,282.723079,155.17143518,35.43580249471122,,,,,20.69,,21.09,18.23,21.11,20.49,14.08,,,,,yok,,,,False,,6.610000000000001,,,,,,,,,,
2009-01-30,81.311982,435.517353,461.318916,-16.56406375728865,-22.54585905693265,22.912264966141738,11.94178651933715,20.978244472235662,10.767617456207134,-22.65601380596436,-16.55972104066962,12.249706398174599,22.93572209857011,11.048317339180723,20.977573797770322,,,,,,,,,,,279.777472,152.5803321,35.290292126821356,,,,,21.36,,20.78,17.6,20.53,19.98,13.7,,,,,yok,,,,False,,7.66,,,,,,,,,,
2009-02-06,80.816722,436.820635,463.874457,-9.209585277420418,-15.162853281702093,22.52486181506219,12.47868201722413,22.282713148446188,12.80972332743373,-15.366149266036654,-9.217328277297321,12.607196260546871,22.531344464050896,12.936633589737045,22.288402860969935,,,,,,,,,,,278.756612,153.82560491,35.55985403394516,,,,,20.49,,20.84,18.36,21.36,20.27,13.6,,,,,yok,,,,False,,6.889999999999999,,,,,,,,,,
2009-02-13,82.552424,440.016908,466.11965,-7.871618158454163,-8.749327895197666,14.46159865663299,12.592494773466711,13.438774756847337,11.702887355255998,-8.175678148227162,-7.872182396738692,13.787684347009566,14.45420906511561,12.807044789155375,13.436568368201463,,,,,,,,,,,282.731325,153.02902631999999,35.11770308070625,,,,,19.86,,22.02,18.21,21.29,20.87,13.44,,,,,yok,,,,False,,6.42,,,,,,,,,,
2009-02-20,83.147691,440.225427,467.216198,-3.667996429303455,-2.2135960893610362,10.327010089536092,11.764312866018113,10.34989259379806,11.722169539269544,-2.1651835683351717,-3.6501223377435,12.246244808866757,10.323663833841334,12.153578209083292,10.35049560058987,,,,,,,,,,,281.593412,152.32079917,35.10389732552995,,,,,18.54,,21.52,18.24,20.45,20.52,12.88,,,,,yok,,,,False,,5.659999999999998,,,,,,,,,,
2009-02-27,86.459007,444.374802,470.955135,16.64187614024357,8.97053133613952,20.64494523422349,10.910447358658848,20.19066875049591,11.024718269877742,8.113605710957295,16.631741305138114,10.394967643895336,20.62671319014937,10.55163281003242,20.20457787897829,,,,,,,,,,,285.86566,153.93264884,35.00073687095536,,,,,17.75,,21.51,18.03,20.41,20.49,12.2,,,,,yok,,,,False,,5.550000000000001,,,,,,,,,,
2009-03-06,84.860125,447.426786,475.622053,-12.867206627373495,-21.48653905025827,15.976950232020904,2.1373468360808445,18.411992203509175,5.013725851042694,-21.707999879822893,-12.882738235287384,2.22871110188243,15.986049151446323,5.097592767583903,18.390326672459857,,,,,,,,,,,282.366829,155.83514871,35.56240196002287,,,,,19.02,,22.66,18.23,20.27,21.17,12.29,,,,,yok,,,,False,,6.73,,,,,,,,,,
2009-03-13,86.660646,450.596783,478.10452,-2.3381741138223444,-12.132617264872714,16.13373837290222,2.4595672572284233,17.023615387932377,3.9406545223644507,-12.984333655739167,-2.3186770122034184,1.2847631770851242,16.14510454025453,2.8449763457833566,17.021111002837074,,,,,,,,,,,284.388893,161.65018777,36.24126107760385,,,,,18.74,,22.37,18.44,20.74,21.02,12.1,,,,,yok,,,,False,,6.639999999999999,,,,,,,,,,
2009-03-20,87.381255,448.650765,476.987345,15.053093474399226,5.21839027428137,14.73781565981318,3.0011006359434322,17.28086210564792,5.918600742458424,2.8320990637467514,15.026622493886377,0.6574953498732716,14.752875044855074,3.6225463351508447,17.28476247166848,,,,,,,,,,,283.141768,158.42977034999998,35.87861911163867,,,,,18.12,,22.03,18.39,20.09,20.8,11.98,,,,,yok,,,,False,,6.140000000000001,,,,,,,,,,
2009-03-27,87.156672,446.072678,473.495278,19.36074127600744,10.741433221967434,11.395734795612022,1.914980407330602,13.85776567927448,4.672512166238385,8.69992274222977,19.381099435698346,-0.16884699298028716,11.388797831537211,2.6487581030581575,13.853309119778379,,,,,,,,,,,284.746876,158.43713518,35.749740781070386,,,,,16.81,,20.14,18.03,19.18,19.54,11.63,,,,,yok,,,,False,,5.179999999999998,,,,,,,,,,
2009-04-03,85.066361,441.04935,470.723884,7.593087211249427,3.627400054432761,3.101654093369488,-1.7424832659153178,8.214934273408225,3.364360611873307,1.4670922578754464,7.596353526643673,-3.789611511078994,3.0968859528572867,1.3262040269021558,8.19507066088876,,,,,,,,,,,278.455484,156.66898946999999,36.00555680552904,,,,,16.77,,18.57,17.47,18.66,18.28,11.99,,,,,yok,,,,False,,4.779999999999999,,,,,,,,,,
2009-04-10,86.05772,437.380839,465.397581,38.090448735623504,38.238714753795236,2.8346620138499645,2.7868041297528956,5.609601631050354,5.543666352886012,36.54571282740169,38.07681440473496,1.4339908571739057,2.8284432037347873,4.206668547880654,5.6041575888632345,,,,,,,,,,,278.225198,153.82666444,35.603749876523736,,,,,16.23,,18.85,17.4,18.72,18.45,11.89,,,,,yok,,,,False,,4.34,,,,,,,,,,
2009-04-17,87.09786,440.352669,469.110767,18.00028176459385,20.188592191510967,-3.1360128599107084,-0.9732012395699541,0.3786714407174818,2.509644812035905,19.726076088069554,17.995084927347115,-1.5226566356819293,-3.146312180882771,1.9505942023436917,0.38029745288630235,,,,,,,,,,,278.576428,155.61844947,35.840692174161404,,,,,14.98,,19.22,17.08,18.77,18.59,11.7,,,,,yok,,,,False,,3.280000000000001,,,,,,,,,,
2009-04-24,88.406805,445.677035,474.584384,26.777671937011682,26.925149357547973,3.2243187383405925,2.934609975928315,5.567660455648693,5.277824746542703,27.440439236639612,26.802928813776127,3.7491104532892505,3.2360205947872256,6.052873557283589,5.556885534428502,,,,,,,,,,,280.647005,157.53063197999998,35.951317156605654,,,,,14.98,,19.41,17.09,18.36,18.73,11.36,,,,,yok,,,,False,,3.620000000000001,,,,,,,,,,
2009-05-01,88.677431,441.81862,470.521802,41.45354232042395,42.01835168134189,5.918725316394302,6.257184787199099,8.218757710929413,8.527374911874585,43.22711435960309,41.460185498002254,7.497232370064388,5.914203225878811,9.73098090610729,8.221601130000655,,,,,,,,,,,278.902628,155.58314612,35.808570818024,,,,,13.84,,19.18,16.98,18.47,18.52,11.38,,,,,yok,,,,False,,2.459999999999999,,,,,,,,,,
2009-05-08,85.812176,438.113956,467.265336,27.093968602378006,33.862376147279626,1.203849757720743,7.131442825147527,2.953675708923309,8.606840462933274,36.149734717661985,27.113224291525473,9.389567777205743,1.1895739908134528,10.761917726096115,2.9561800472357014,,,,,,,,,,,278.355229,152.06890624000002,35.330013767747474,,,,,14.08,,20.3,16.79,18.48,19.08,11.53,,,,,yok,,,,False,,2.5500000000000007,,,,,,,,,,
2009-05-15,90.764173,445.527004,473.941399,46.138556272265795,50.47462827753968,5.091165884041904,8.476331328343377,6.880245729334766,10.069937660581175,53.89215171813135,46.12970229129398,11.368352288006767,5.103860895324996,12.845414088959405,6.883074543711509,,,,,,,,,,,283.46939,156.88231871000002,35.62659474391119,,,,,14.21,,20.48,16.79,18.3,19.15,11.34,,,,,yok,,,,False,,2.870000000000001,,,,,,,,,,
2009-05-22,88.598377,441.695818,469.568082,28.914637537945474,37.76933925225394,1.347294543039479,9.073135718839254,2.02331722777751,9.299731322275374,43.441450820959226,28.914655220474096,14.403711730068846,1.3427432189696997,14.337764010311682,2.0287842200499284,,,,,,,,,,,280.092637,154.60745687,35.56646502962026,,,,,14.38,,20.43,16.69,18.43,19.15,11.19,,,,,yok,,,,False,,3.1900000000000013,,,,,,,,,,
2009-05-29,89.53071340000001,446.423671,474.5992862,14.988697593640099,20.30559390829827,1.854798010423675,6.846808605843635,3.1352612288118697,7.839038164475287,27.761989072724337,14.986593256114533,14.81363010890291,1.8570653497669065,15.413445853176277,3.1312250719899515,,,,,,,,,,,282.301841,155.32410019,35.492434421880944,,,,,13.87,,19.69,16.55,17.97,18.7,11.19,,,,,yok,,,,False,,2.6799999999999997,,,,,,,,,,
2009-06-05,87.06637,443.499448,471.938334,10.805550065519665,21.342017578091333,-3.4641454432196572,7.2505831594226855,-3.0761921108559798,7.012613035092019,27.04450397612719,10.812074094578294,13.030005359508422,-3.465086204517709,12.43025639059221,-3.0622159846770303,,,,,,,,,,,281.476494,155.48732395,35.583569522864195,,,,,13.65,,20.55,16.42,18.22,19.08,11.2,,,,,yok,,,,False,,2.450000000000001,,,,,,,,,,
2009-06-12,89.682145,447.552975,475.067714,14.698898202288868,27.501980010825445,-2.676552458020609,9.851276200310899,-2.5268019552244336,9.264774862427473,33.10642592547515,14.692827626742112,15.635821418167662,-2.6747683207556605,14.633523553938721,-2.516600113085976,,,,,,,,,,,286.662746,154.15950025,34.97089848831557,,,,,13.28,,20.52,16.35,17.88,18.94,11.46,,,,,yok,,,,False,,1.8199999999999985,,,,,,,,,,
2009-06-19,90.286465,451.049863,478.746545,13.97531762151225,23.09170375604641,2.160061116335932,11.569621825141274,1.472381364468367,10.245291825479796,25.29347067918437,13.977069316073942,13.811676702576992,2.1561625644281657,12.324555394924296,1.483440812746828,,,,,,,,,,,287.25123,154.75562782,35.01204225275203,,,,,13.01,,20.28,16.29,18.23,18.9,11.29,,,,,yok,,,,False,,1.7200000000000006,,,,,,,,,,
